Number	Decade	Country	Source	File
30546894	1910s	USA	Rubber Garments Magazine Advert	2dee12f09f5db309e80f0f4d939e6890.jpg
30546893	1910s	USA	Luxite Magazine Advert	d5ef9980518d8e2f02338c052ee7b147.jpg
30546862	1910s	USA	Carters  Magazine Advert	b9ead4e3cf03549ad94151217b73f03e.jpg
30546860	1910s	USA	Jack Tar Togs Magazine Advert	3c47991c3cae7cb7768cbeebd853be51.jpg
30546855	1910s	USA	Vanity Fair Magazine Cover	4aceb38a00a969d0946d70a83a4aea76.jpg
30546836	1910s	USA	Bulloz Magazine Advert	bf49c80382e71f086f999ee69c88ccac.jpg
30546827	1910s	USA	Coca-Cola Magazine Advert	70e13203b886fa09a6358868e4a0bf9f.jpg
30546826	1910s	USA	Unknown Magazine Advert (detail)	a88c79e9d36e7c6ab4063bcf4527fcb2.jpg
30546818	1910s	USA	Womens Fashion Magazine Plate	c7d04e4994a7a208b3c0f2d88338b196.jpg
30546811	1919	USA	Mavis Vivaudou Magazine Advert	8ea2a800bb3ec71193af28f3906aba62.jpg
30546807	1910s	USA	Lord & Taylor Magazine Advert	61a2eb7ece05dfe471a7b2cb525ebc1c.jpg
30546806	1910s	USA	Boston Store Chicago Magazine...	674f7dd3c8d44c675bee5bc56e5f1cc9.jpg
30546780	1910s	USA	Perfect Magazine Advert	28804cc8338b989e4486ddc95f3156c2.jpg
30546777	1910s	USA	Kenyon Magazine Advert	dd461494928eccd1a140d6eca7a37114.jpg
30546676	1948	USA	Arvin Magazine Advert	1d55175e1357152f1adf90f2269d5eac.jpg
30546512	1950s	USA	Cadillac Magazine Advert (detail)	e9178742aed94322b76e8e9096c8151f.jpg
30546511	1950s	USA	Cadillac Magazine Advert	c87759990085aec96dcc84cfeaefa8f5.jpg
30546510	1955	USA	Cadillac Magazine Advert (detail)	441866e970c0403baa2fb242f3a493cd.jpg
30546509	1955	USA	Cadillac Magazine Advert	8bea1ae070dd0a98448941dd6d740960.jpg
30546504	1950s	USA	Cadillac Magazine Advert (detail)	f9b3f725d8cb8e211ce01f978818b873.jpg
30546503	1950s	USA	Cadillac Magazine Advert	e576cc02cd622cf92c22c14d719ded56.jpg
30546474	1940s	USA	Formfit Magazine Advert	eb00cf0ada3787bedb065d302d5812b6.jpg
30546472	1940	USA	Spencer Corsets Magazine Advert	a5325a477cc60c49657f78dd43575193.jpg
30546453	1950s	USA	Man strangling Woman Magazine Plate	bf514ee6b491e2d569d5ccc3dd482c5f.jpg
30546362	1957	USA	Hanes Magazine Advert	197b7b0fc099c2653677eb41e20b2e30.jpg
30546361	1950s	USA	Frederick's of Hollywood Magazine...	f3cbdb666b851ed41af04f9d773ea47d.jpg
30546360	1950s	USA	Sarong Magazine Advert	ad87b12ee75be570e10194c4ceeb04e9.jpg
30546359	1950s	USA	Perma Lift Magazine Advert	9831bdb26f6e6e5e55c1f85cecd613a2.jpg
30546294	1970s	USA	Chanel Magazine Advert	041f64f30b26e8ff26ab69cee4ded918.jpg
30546284	2005	USA	Skechers Magazine Advert	a9eb9e9adcfb8d3d3d52c700c0fb85b5.jpg
30546128	2005	USA	Skechers Magazine Advert	29979dcbae1dd801b2dfd63ea33d469f.jpg
30545990	1980s	USA	Magical Musk by Max Factor...	3dc66048660cb5460d73f8dd90fe98a8.jpg
30545987	1980s	USA	Banana Republic Magazine Advert	cb0257e2c2ab2bb59ca8f607372fe017.jpg
30545981	1980s	USA	Levis Magazine Advert	104c173e69b89ab1e0180c425540fc1d.jpg
30545962	1980s	USA	Gianni Versace Magazine Advert	768c30097c2578e0eb0719c9f174e476.jpg
30545960	1980s	USA	Gap Magazine Advert	f61e79ebe01a21c2753e8ca8a2762048.jpg
30545950	1980s	USA	Guess? Magazine Advert	b5da136fdfb090531ab94afc183c4962.jpg
30545940	1984	USA	Bass Magazine Advert	f243c8bfde620f17dd3ea2ceebbd8262.jpg
30545922	1980s	USA	Elizabeth Taylor's Passion...	3f0fdc76bda2782ec5898eff0184d944.jpg
30545648	2005	USA	Gloria Vanderbilt Magazine Advert	1a48f92286a47665aad34ac25ec4f3b4.jpg
30545647	2005	USA	Gloria Vanderbilt Magazine Advert	55b1a959274695fdc2a22e6566a909fa.jpg
30545303	1995	USA	Donna Karan Magazine Advert	bd4e25b422c02482743c558afe7df55d.jpg
30545289	1992	USA	Gap Magazine Advert	fc3fd1cc8ef8a393d7363cde88d93f6d.jpg
30545288	1970s	USA	Jantzen Magazine Advert	6fd1cbc0d87a3920bbf8a16e899716aa.jpg
30545137	1930s	USA	New Dash Magazine Advert	be95e3c60bb1d240977ac4492e284807.jpg
30545136	1930s	USA	Golden Crest Magazine Advert	b092d340aca93e51255b8a774b3bb754.jpg
30545029	1970s	USA	Montgomery Ward Magazine Advert	512369f40749aab0cdf82b811154a324.jpg
30545024	1971	USA	Leeds Stores Magazine Advert	e9e15b1f69a0b8f35f3b23b9b455d3ad.jpg
30545016	1973	USA	Kmart Stores Magazine Advert	a53348b25dbc0de85b0899d6a39b04be.jpg
30544866	1990s	USA	Hanes Magazine Advert	fdf26e5f0b5081805b74369e6e27e0be.jpg
30544678	1946	USA	Tuya Magazine Advert	38bfafde73480d6560faba52e05b1872.jpg
30544544	1960s	USA	HIS Magazine Advert	3bd8a066ef98a5f2dcda8cc52fb59f36.jpg
30544394	1940s	USA	Mennen Magazine Advert	3de597f1779cd4b555d8cb03666646ca.jpg
30544387	1940s	USA	Cole Magazine Advert	ad110d78c2a6211845333160aebe0019.jpg
30544377	1940s	USA	Arrow Magazine Advert	aa2202e0adcafb950a2a3e0033e7d864.jpg
30544368	1940s	USA	Air Step Magazine Advert	9d31ed48b5ccb1593b7f79fea4a23c5f.jpg
30544366	1940s	USA	Arrow Magazine Advert	3b9ecc0ec0f447b00923555f6b2e7999.jpg
30544356	1940s	USA	Naturalizer Magazine Advert	d83cbc7121eced0feb99cbe81a145df3.jpg
30544354	1940s	USA	Red Cross Magazine Advert	37f8d9446e1f5eb1715cd48a681ea451.jpg
30544351	1940s	USA	Naturalizer Magazine Advert	8da252eacbfa20a202f09998fe8fdd9d.jpg
30544336	1940s	USA	Air Step Magazine Advert	e51b2429102df6abdd129c4ac1f122d6.jpg
30544328	1940s	USA	Naturalizer Magazine Advert	73e56456533c964702e41dcad40e87d9.jpg
30544325	1940s	USA	Barbasol Magazine Advert	532caae939676a379c2e62197242932d.jpg
30544324	1940s	USA	Air Step Magazine Advert	5fc9cac7ebb2981204aa3b383a355837.jpg
30544314	1940s	USA	Nylon Magazine Advert	ddbc9ff7650e268b41f45440c3458c62.jpg
30544310	1940s	USA	Jantzen Magazine Advert	d58002e703a7aef97049784e8b44e65f.jpg
30544308	1940s	USA	Air Step Magazine Advert	8fa6b60d89269d0f604cf2c355626baa.jpg
30543869	1990s	USA	Coach Magazine Advert	ff640a96b1f12685d18b64f81a7c35c1.jpg
30543667	1930s	USA	Chanel Magazine Advert	35463da1938166ceb7aa7f83b96ba1a5.jpg
30543666	1930s	USA	Chanel Magazine Advert	3290d5ff072046caf0f191b498c1fabe.jpg
30543665	1930s	USA	Chanel Gardenia Magazine Advert	86d2c56885be40ab9695b4ede2af95cc.jpg
30543664	1930s	USA	Chanel Magazine Advert	7f7b19d30f2556696c1808bfcdfbc839.jpg
30543600	1930s	USA	General Magazine Advert	7bd31d23262b336c5599e5398b72cbb6.jpg
30543598	1933	USA	General Magazine Advert	b96c77aa34016b611dfa30395bb2d4c1.jpg
30543560	2005	USA	Blumarine Magazine Advert	ff1868eea401c6b94d9a41b959c99064.jpg
30543559	2005	USA	Blumarine Magazine Advert	4b4af9cf0c9195e663bf68e3b6e8f99c.jpg
30543557	2005	USA	Fendi Magazine Advert	13c7c9424934acd7dadc3b988d85f8ff.jpg
30543556	2005	USA	Fendi Magazine Advert	c19af84bf901521bf86f96f865735d87.jpg
30543175	1960s	USA	Landlubber Magazine Advert	de2654e5c4c0e109dff66da36ced2be8.jpg
30543160	1960s	USA	Cotton Magazine Advert	fd7696f6a77e2dd279c7b055e0c5a4b8.jpg
30543157	1960s	USA	Sears Magazine Advert	44fc86f64ff0789730d0032475c04525.jpg
30543143	1980s	USA	Fila Magazine Advert	6da1c15f7d3c3f27afd4759c63898baa.jpg
30543129	1980s	USA	Converse Magazine Advert	e6f80e61751d1c152df1f6541f9ce66f.jpg
30543116	1980s	USA	Jantzen Magazine Advert	9c6ea796176bf84b84de74f7862eb981.jpg
30543101	1980s	USA	Jantzen Magazine Advert	63072dabcd8d52b7b89729f9d929ba44.jpg
30543095	2004	USA	Gap Magazine Advert	5b86e1f1eeb2f6dd03edb64fb7b21501.jpg
30543094	2004	USA	Gap Magazine Advert	562721918968974d0b691ad38e2c48b6.jpg
30543093	2004	USA	Gap Magazine Advert	45086b95841daa4e3871c02918916eeb.jpg
30542850	1920s	USA	Jantzen Magazine Advert	6ae648ec493e5876bfab6e45ff741d47.jpg
30542847	1920s	USA	Arrow Magazine Advert	c1e53a742c74e13dc5354335d5040d3a.jpg
30542845	1920s	USA	1920s Ladies Fashion Catalogue/...	8ff653865633195ce6d8fa578b6f4124.jpg
30542844	1920s	USA	McCall Quarterly Magazine Advert	44ca7f043c068fb8856d1ce4c5e1d6df.jpg
30542842	1920s	USA	Steli Silk Magazine Advert	c74c63b60165fcf3320d3f1df0f4ef67.jpg
30542834	1920s	USA	Blue Moon Magazine Advert	558f76cd3c35a505e8d396f5fadda40a.jpg
30542833	1920s	USA	Nufashond Garters Magazine Advert	2cd22e6a453439a3e48fbbd0632b6714.jpg
30542831	1920s	USA	Real Silk Magazine Advert	2d7f2e6a645d91e9cf00c8cdc6ace5b8.jpg
30542825	1920s	USA	Model Brasserie Co Magazine Advert	2e43c5214cdea91ba848a0d4b27b8fc3.jpg
30542824	1920s	USA	1920s Ladies Fashion Catalogue/...	eda1b62bac6362135e992c9f39801cf8.jpg
30542823	1920s	USA	Riley Magazine Advert	b9ae61533350c9546c8e89c8d5ebd077.jpg
30542821	1920s	USA	Real Silk Magazine Advert	7306562e554fc4951e8d46178c57d28a.jpg
30542818	1920s	USA	Holeproof Hosiery Magazine Advert	f7fbe39182c7e4a40d545ecbf5326f2a.jpg
30542817	1920s	USA	Gossard Magazine Advert	aa32f2e14dc5fba8b47a38db612755e2.jpg
30542815	1920s	USA	De Bevoise Magazine Advert	693b95c0096540ad2dead625c792bf84.jpg
30542814	1920s	USA	Munsing Magazine Advert	33660af84a74df1304be96b1c837f6df.jpg
30542784	1920s	USA	Nemo Magazine Advert	11b307d1b4c57bfd94d5715b706ff6bc.jpg
30542741	1920s	USA	Lux Magazine Advert	6462a9cc9cbf24d12898b304ac01df60.jpg
30542737	1920s	USA	Linit Magazine Advert	7bc03997c3d65bd3783548c9c14aa6bd.jpg
30542699	1956	USA	Smartee Magazine Advert	922b7a3f090743c9eb6caa67c6a6c292.jpg
30542695	1956	USA	Lutetia Magazine Advert	1b4adee31a3bdcabe43dbe839533c0f2.jpg
30542690	1960s	USA	Fashion Shoot Magazine Plate	0662395d278ef5bc435ea131c2f94a6c.jpg
30542638	1950s	USA	Outdoor Mates/ Wembley Magazine...	92432328af3998f88f81fdd5dab05042.jpg
30542623	1993	USA	Pepe Jeans Magazine Advert	b9eb4ffbd611904ca14a0fb7a7a8dddb.jpg
30542609	2005	USA	Marc Jacobs Magazine Advert	e5bc0838c75be7592dbf9819d6e50268.jpg
30542608	2005	USA	Paris Hilton Magazine Advert	93594c9e8162ddd97a2fb0aed29e0624.jpg
30542380	2004	USA	Gap Magazine Advert	edbe6bb7447e5a86429f1c758eb8329f.jpg
30542379	2004	USA	Miu Miu Magazine Advert	c807d3262b9fd59e74540485c752eef8.jpg
30542378	2005	USA	Louis Vuitton Magazine Advert	78b58b9d40ee522f38d3c0d83d5ab6c0.jpg
30542373	2000s	USA	Louis Vuitton Magazine Advert	b4cb5ccdcc84b0350be1cec52429e0a3.jpg
30541884	1970s	USA	London Fog Magazine Advert	592936fbd845af58ce0f83fc9c6f4362.jpg
30541369	2004	USA	Hennes Magazine Advert	89952cb542f0aa519578934cb056816c.jpg
30541237	2004	USA	Kenneth Cole Magazine Advert	4ea49b183e51b62f6fd4cf14cf518883.jpg
30541218	2004	USA	Calvin Klein Eternity Moment...	8d74c8788cb4d9da826f7cfc2a4682de.jpg
30541207	2004	USA	Ralph Lauren Magazine Advert	6bed727d13e9e5e650234765567c7231.jpg
30541008	2004	USA	Curious Magazine Advert	63df1fce02cbae8199b076f707f9e2ed.jpg
30541007	2004	USA	Elizabeth Arden Magazine Advert	2e10bf4e1ae3c11a9cef612b53489891.jpg
30541005	2004	USA	Liz Claiborne Seduction Magazine...	d0a4da29483ab78a83632204c31b151d.jpg
30540989	1930s	USA	Wills Magazine Advert (detail)	cd35132ae3a62c6b8e05b996ab706e02.jpg
30540988	1937	USA	Craven A Magazine Advert	5396aa03ef0c69bef312737ebe954039.jpg
30540986	1936	USA	Craven A Magazine Advert	c440545633ff4271e2bc54cbf87fa385.jpg
30540971	2004	USA	UGG Magazine Advert	7ed13295641612a6433525be75b2d9b2.jpg
30540961	2004	USA	Ebel Magazine Advert	70b7563a37d21b8d8483d4cbc53ab96b.jpg
30540958	2004	USA	Dooney and Bourke Magazine Advert	e0199747069277da8e282c52eb48ee3d.jpg
30540957	2004	USA	Blackglama Magazine Advert	50234004257c64d70dbdaac86b4f74bd.jpg
30540956	2004	USA	Blackglama Magazine Advert	7c80425bf7a7b614b527aead79cc25bf.jpg
30540955	2004	USA	Blackglama Magazine Advert	df4943606a51736384e17d3c2d7e704d.jpg
30540814	2004	USA	Guess by Marciano Magazine Advert	949cd81c2aa485a9649501af1cececae.jpg
30540813	2004	USA	Guess by Marciano Magazine Advert	2bfda02659a6afb17967f5ec255d59f2.jpg
30540722	1950s	USA	Alper Schwartz Magazine Advert	388274bd05e03584c51fb8766f23a62c.jpg
30540700	1960s	USA	007 Magazine Advert	4ede8922dea6ab8680d7852a570758aa.jpg
30540406	2004	USA	Guess by Marciano Magazine Advert	c408f326e07f8e1ec12fb4f577b4ac7d.jpg
30540040	1970s	USA	Ray-Ban Magazine Advert	1fd600990925fa7016f2c93e19c9f422.jpg
30539952	1980s	USA	Blackglama Magazine Advert	93687bb7e928d93a9e71113c009d8cca.jpg
30539951	1980s	USA	Blackglama Magazine Advert	32d768221f845eb011300eb2e14670d6.jpg
30539950	1981	USA	Blackglama Magazine Advert	a0025cbbb1aa792cf7d68f4bc7bdb18e.jpg
30539949	1970s	USA	Blackglama Magazine Advert	c292e49182dc9b0061f11767b6835fd7.jpg
30539948	1980	USA	Blackglama Magazine Advert	8e5173d711c2d78efbd8a5ffd7caf046.jpg
30539947	1970s	USA	Blackglama Magazine Advert	f09b0fa19f385ac2db44c8b20e596a66.jpg
30539946	1970s	USA	Blackglama Magazine Advert	1d98cd66f62da34edf865147080b5780.jpg
30539945	1970s	USA	Blackglama Magazine Advert	86d591b57979682c52ae69c1535197ba.jpg
30539944	1974	USA	Blackglama Magazine Advert	d5dd375882510bc3bd66b6729cc5be98.jpg
30539943	1973	USA	Blackglama Magazine Advert	3abe45304c1e6f449813d4bb2019178f.jpg
30539942	1970s	USA	Blackglama Magazine Advert	f6638b2c28b5a5a9cceaea59188a5d95.jpg
30539687	1960s	USA	Guerlain Magazine Advert	7f7013e532d15bddfd4a7b060bbfd13b.jpg
30539500	2004	USA	Michael Kors Magazine Advert	b942a9337d76056417141acdc523e820.jpg
30539499	2003	USA	Gucci Magazine Advert	feac3918f8b4183eae73a2a87d8438c5.jpg
30539496	2004	USA	Michael Kors Magazine Advert	5f1b4850e8005f84087250924811b683.jpg
30539492	2003	USA	Guess Magazine Advert	4517c60d7e88c9f6d904801442212be2.jpg
30539491	2003	USA	Guess Magazine Advert	1b1dcb1a86a03714f4c0e52389e995d2.jpg
30539490	2003	USA	Guess Magazine Advert	3daac7b5a9c1598ada4d0c4981db6286.jpg
30539264	1970s	USA	Busch Beer Magazine Advert	4e13168ec413ac8b7daa9e1f2d84847b.jpg
30539247	1960s	USA	Trend  Fashion Magazine Advert	b6c52bf0a9509e8793a7a1863d31eda2.jpg
30538815	1970s	USA	Levi's Magazine Advert	373d97d3605cbf51262fad8d99f754c7.jpg
30538602	1970s	USA	Cotton Magazine Advert	500424aa89b84a7d4c15f7254f945484.jpg
30538530	1953	USA	Forstmann Magazine Advert	7dc3cb80a96760c44c55c4aa9beee32f.jpg
30538529	1955	USA	Forstmann Magazine Advert	fb5c412001ee09effed0fa78e2822cd2.jpg
30538528	1950	USA	Forstmann Magazine Advert	b783b9047d3e5a88868bc12ee55cd3d0.jpg
30538527	1955	USA	Forstmann Magazine Advert	691b3f3161d2533c69adfa7b4685bee4.jpg
30538526	1950s	USA	Handmacher Magazine Advert	bc3628dbad819ce397e8e78d8a262234.jpg
30538523	1950	USA	Forstmann Magazine Advert	ff0080e816b4fe1fe61744c67f308819.jpg
30538521	1955	USA	Forstmann Magazine Advert	5659768574811cf517f15ccf9a5a39f6.jpg
30538520	1954	USA	Forstmann Magazine Advert	fea4027456b071159b3993502cae53b0.jpg
30538519	1955	USA	Forstmann Magazine Advert	efd8a49bfb9a97e90facef3d47c313de.jpg
30538458	1931	USA	White Star Line Poster	87b72c8381ed8c8e6204de43bfbebe4a.jpg
30538416	1967	USA	Martell Magazine Advert	67375796609d7799fde7a0ed01c5fe64.jpg
30538033	1920	USA	Rit Magazine Advert	25294b08b9e02909e0599583917c9df2.jpg
30537715	1970s	USA	Olivetti Magazine Advert	2e717b1bd59eb4f8be0c1168688600eb.jpg
30537651	1970s	USA	Montgomery Ward Magazine Advert	7d06fc183e4376ce517eff75b6d7cb06.jpg
30537620	2004	USA	Donna Karen Magazine Advert	2899e078844b67b3da90683797122a78.jpg
30537618	2004	USA	Donna Karen Magazine Advert	26d10bebf40bc03498c522f58ab3eaea.jpg
30537617	2004	USA	Donna Karen Magazine Advert	b5782b8647e22364c6b4561e331306f4.jpg
30537615	2004	USA	Givenchy Magazine Advert	be043f170a8255dd1f0f3534e50ed1ec.jpg
30537608	1997	USA	Ralph Lauren Magazine Advert	da64a45302c977eb95822e05e1ff1b5b.jpg
30537470	1930s	USA	Jantzen Magazine Advert	2312fa602e9f3ed3079d06b850fbbce6.jpg
30537468	1930s	USA	Jantzen Magazine Advert	6104b366289db145e58e9ea0f1cbef83.jpg
30537467	1930s	USA	Jantzen Magazine Advert	cee83576422315ef40002d6fb8c6d62d.jpg
30537466	1930s	USA	Jantzen Magazine Advert	7d6dc6d169feefd11d5b72a24b43bd06.jpg
30537464	1936	USA	Jantzen Magazine Advert	fa04b8d119bea304a3bd092a63e3592a.jpg
30537463	1930s	USA	Jantzen Magazine Advert	91af1e6fb34c9ff3a75c127673bef788.jpg
30537462	1930s	USA	Jantzen Magazine Advert	43334b0b906c17354b6e4f8c8e9356a9.jpg
30537461	1912	USA	Stage Magazine Advert	1973cfcee05b66dc0c45872f2b3274cf.jpg
30537451	1930s	USA	Jantzen Magazine Advert	e18ba39bd5e1e0f2890696b31b011dd2.jpg
30537450	1930s	USA	Jantzen Magazine Advert	4e070cbe884364433379c498a7ad063b.jpg
30537449	1930s	USA	Munsingwear Magazine Advert	583c5eff636c219e97b6bc2a00356f9e.jpg
30537448	1930s	USA	Jantzen Magazine Advert	004e745232bc45fefb673410a8d5356a.jpg
30537447	1930s	USA	Jantzen Magazine Advert	41d5b69b9493ba6df6a9d494399e43da.jpg
30537446	1930s	USA	Jantzen Magazine Advert	cb5226c8781d2d6caf92587cb308fe8c.jpg
30537435	1916	USA	The Saturday Evening Post...	c0c391563064bff50f50f86d4e92d3de.jpg
30537365	1929	USA	Bradley Magazine Advert	ca9cff9b45c435c9fdcd14dac10b0087.jpg
30537364	1934	USA	Jantzen Magazine Advert	b7fc28cc214a5ed04d7dd205aca95cb3.jpg
30537359	1910s	USA	Munsingwear Magazine Advert	af8bf78f0667355448e8948b34c52f98.jpg
30537099	1959	USA	Cadillac Magazine Advert	90670e4247c2021d19c9df889b06684b.jpg
30537089	1960s	USA	Cotton Magazine Advert	775154e89a4fb2f1c1aa797e6c6a5ef8.jpg
30537073	1960s	USA	Wigs Magazine Advert	b57fea7864b5c98794c49204586119a8.jpg
30537069	1960s	USA	Sears Magazine Advert	03484027d4af3bac0bded558f19dacc9.jpg
30536974	2004	USA	Baby Phat Magazine Advert	53c03e6721fdd7390c358c23ffdb51d3.jpg
30536936	1950s	USA	Juniors Magazine Advert	c6daea567551eb188d1f7dd2599bd595.jpg
30536935	1950s	USA	Womens Fashion Magazine Advert...	302cdbc1ebfae7fd586f0ccb9a3a5511.jpg
30536934	1960s	USA	Orlon by DuPont Magazine Advert	b6522aa86965ed4ee48c992ffd36ca2a.jpg
30536932	1954	USA	Koroseal Magazine Advert (detail)	e4f39591a9b9b094724ea980f2ee8fe5.jpg
30536931	1954	USA	Koroseal Magazine Advert	f2aab78abae2b8ced813f21f1e463dc9.jpg
30536930	1960s	USA	Dynel Magazine Advert	899021e98dc888680fee9c84dc34ea1a.jpg
30536908	1954	USA	Koroseal Magazine Advert (detail)	e7726b9ee5ecc710c0b2c70dbe7b469b.jpg
30536907	1954	USA	Koroseal Magazine Advert	0d03295eba476b8114fc74cacd6e5388.jpg
30536906	1950s	USA	Jantzen Magazine Advert (detail)	3f52ff7180fb1a8a35460da2544f463e.jpg
30536905	1950s	USA	Jantzen Magazine Advert	1ab554c3b73e76a39adb3c7f5a01a400.jpg
30536904	1930	USA	Ladies' Home Journal Magazine...	bccfb283348d38c3718ea015bd494245.jpg
30536675	2004	USA	Abercrombie and Fitch Catalogue...	d0b7e5dce7dbe78490ab1043998cb557.jpg
30536674	2000	USA	Gucci Magazine Advert	401fa74392b1b9c93a3ef80e8b7a23ce.jpg
30536665	1990s	USA	Gucci Magazine Advert	73c3a5f18d9ace075cfda2cbc7739960.jpg
30536664	1990s	USA	Gucci Magazine Advert	ed80724528a451265d0ed4ba50e24cfc.jpg
30536663	1999	USA	Gucci Magazine Advert	afe75b71282d22e820747c7ce23dbab6.jpg
30536654	1990s	USA	Passion Magazine Advert	02e74d608ad9646116748c31f7e15d27.jpg
30536653	1999	USA	Gucci Magazine Advert	112f8a94b1d8577179afe2942fd6de60.jpg
30536651	1999	USA	Gucci Magazine Advert	934eab8ff858ccafdc7014285b70b0a7.jpg
30536604	1940s	USA	Van Camp's Magazine Advert	b1d02616fb480b7a8ffc07e839b317fa.jpg
30536573	1940s	USA	Tartan Magazine Advert	c873012d50595ae4a44fd0b497ad32ca.jpg
30536453	1900s	USA	Womens Fashion Magazine Plate	fc71dbed92a9369d5edda898e36fae47.jpg
30536412	1917	USA	Keds Magazine Advert	94f624d741c64622904900f163641d31.jpg
30536402	1927	USA	Cedar Chest Magazine Plate	9e2a1bc1138472e348004637a5d74674.jpg
30536184	1910s	USA	Hats For The Older Lady Magazine...	2d044e66c9f8e5f8dbe18c8d94b19c83.jpg
30536004	1931	USA	Community Plate Magazine Advert	ef3c6ae79cef6d508ca347af0d8e0531.jpg
30536003	1931	USA	Community Plate Magazine Advert...	d63fdeeb0686410e5c22459161ba129f.jpg
30536002	1931	USA	Community Plate Magazine Advert	59cf1f31d3e6ff000fae4ef21f2baa0a.jpg
30535942	1936	USA	Breck Magazine Advert	8304d003f1c2b888a68f3f4d9e93dec2.jpg
30535811	1913	USA	Womans Home Companion Magazine...	a9cb53c007cfc986009c8439c03a0bbc.jpg
30535608	1920s	USA	Vivaudou Magazine Advert	8ec0a075ffd329ed901b16c71c2a579a.jpg
30535603	1910s	USA	Womans Home Companion Magazine...	c44f72a7c1113c9c930bbe11ec5ccb72.jpg
30535516	1918	USA	Djer-Kiss Magazine Advert	1b2df4d5bbc91299f9d963ac387330f7.jpg
30535206	1930s	USA	Ladies' Home Journal Magazine...	39d138d2564fa17c0cbbc17636f072fd.jpg
30535205	1930s	USA	Ladies' Home Journal Magazine...	fec4ad15eb5a9c7176b7add6ff9d017b.jpg
30535204	1930s	USA	Ladies' Home Journal Magazine...	28a232ed1247e8327afdfde87d7a2de9.jpg
30535203	1930s	USA	Ladies' Home Journal Magazine...	89ead98ec1daee5e3ff79f7d958fdd2c.jpg
30535202	1930s	USA	Ladies' Home Journal Magazine...	99d5c6d60d1571f178d2d5520de63be6.jpg
30535201	1930s	USA	Ladies' Home Journal Magazine...	27ffb02007109ffc4b72b812911562f7.jpg
30535163	1931	USA	Delineator Magazine Cover	4459c6037b4665a04fb01c52005cdb1d.jpg
30535162	1931	USA	Womans Home Companion Magazine...	5bdcd4cf01626452c7561cb8688e8415.jpg
30535161	1930s	USA	Womans Home Companion Magazine...	b944c536af475698d082f46cf38cf7c8.jpg
30535160	1931	USA	The Household Magazine Magazine...	37d9fec9f3af93ef4f02808200cfd73e.jpg
30534834	1940s	USA	Fisher Magazine Advert (detail)	99f543152e1e1db844159d2e9b457865.jpg
30534833	1940s	USA	Fisher Magazine Advert	9516a0403d81c4b175e8d7ad8c2ea07f.jpg
30534818	1948	USA	Hanes Magazine Advert	827e60bc620cbb661ad43573dc2a16dd.jpg
30534816	1960s	USA	Alamac Magazine Advert	8544ad1b3fc8ca5f314a1364ed367bd4.jpg
30534715	1950s	USA	Agony Aunts Magazine Plate	f68001707aa629ff9c97a0dad1145a0e.jpg
30534712	1919	USA	The Saturday Evening Post...	d05df838fcfb2e917edde368dbca6ca7.jpg
30534672	1900s	USA	Bathing Girls Book Plate	8431713605d702654781649697be9bce.jpg
30534636	1930s	USA	Chrysler Magazine Advert	e9b8eafed61d07a152577c05ef6cfb0c.jpg
30534627	1950s	USA	Dan River Magazine Advert	7b8e176c3fe43405d55c414e084d0768.jpg
30534438	1919	USA	Remington Magazine Advert	f69536341aba4cf66c466884e439dff1.jpg
30534059	1985	USA	Coca-Cola Promotional	5a50436b1051751204a921279c16fc2a.jpg
30534048	1928	USA	Palmolive Magazine Advert (detail)	a307d08132dc8b62ebe21416a49dfb6a.jpg
30534046	1950s	USA	Illustrations Magazine Plate	12325eeb27534158213494d5fd3b61e5.jpg
30533786	1951	USA	Pacific Mills Magazine Advert...	d2ee443206962def0ae77eadb2515bfa.jpg
30533785	1951	USA	Pacific Mills Magazine Advert	a6e12d823fb721e52b81d47ded4919fa.jpg
30533774	1950s	USA	The Secretary Magazine Plate	af4e923254aaaf921feec8ed1fd3beb6.jpg
30533772	1950s	USA	The Secretary Magazine Plate	b9d8299e1e578785d5207ac069609631.jpg
30533761	1950s	USA	The Secretary Magazine Plate	1d95de1fc1655450ed90659700f9c6fa.jpg
30533759	1950s	USA	Burroughs Magazine Advert (detail)	4940646df7a132a2e7186e717f0238bf.jpg
30533758	1950s	USA	Burroughs Magazine Advert	dc2bbe700d0503f59ae3a7681052ad40.jpg
30533669	1940s	USA	Spring Mills Magazine Advert	23313476eac9b174dfc8b94b00446606.jpg
30533665	1950s	USA	Esquire Magazine Plate	7515038ab8e6cad6122d7dd2d88b71a7.jpg
30533660	1950s	USA	Esquire Magazine Plate	8981606d1d7c96b1f5fbeaf5e9e76ed6.jpg
30533659	1950s	USA	Esquire Magazine Plate	83adf7de3f8a5693f43023e9b137362b.jpg
30533650	1950s	USA	Esquire Magazine Plate	ab2ebce09de44fe8b505a391af7f27d6.jpg
30533647	1940s	USA	Titter Magazine Cover	8d1b6fbe19c172c9b1586a4589bb67a6.jpg
30533644	1950s	USA	Titter Magazine Cover	0a374d7fa6791ad4b0e430dc01728e9f.jpg
30533643	1940s	USA	Titter Magazine Cover	670f765970137b2ecdb77e9590b8ce7b.jpg
30533642	1940s	USA	Titter Magazine Cover	788d1e33b81c9fef2ae343031962e2b9.jpg
30533641	1940s	USA	Beauty Parade Magazine Cover	81682fc56fd20b21c5e0e7b293a21201.jpg
